id,HandStart,FirstDigitTouch,BothStartLoadPhase,LiftOff,Replace,BothReleased
subj1_series9_33647,0,0,0,0,0,0
subj1_series9_33648,0,0,0,0,0,0
subj1_series9_33649,0,0,0,0,0,0
subj1_series9_33650,0,0,0,0,0,0
subj1_series9_33651,0,0,0,0,0,0
subj1_series9_33652,0,0,0,0,0,0
subj1_series9_33653,0,0,0,0,0,0
subj1_series9_33654,0,0,0,0,0,0
subj1_series9_33655,0,0,0,0,0,0
subj1_series9_33656,0,0,0,0,0,0
subj1_series9_33657,0,0,0,0,0,0
subj1_series9_33658,0,0,0,0,0,0
subj1_series9_33659,0,0,0,0,0,0
subj1_series9_33660,0,0,0,0,0,0
subj1_series9_33661,0,0,0,0,0,0
subj1_series9_33662,0,0,0,0,0,0
subj1_series9_33663,0,0,0,0,0,0
subj1_series9_33664,0,0,0,0,0,0
subj1_series9_33665,0,0,0,0,0,0
subj1_series9_33666,0,0,0,0,0,0
subj1_series9_33667,0,0,0,0,0,0
subj1_series9_33668,0,0,0,0,0,0
subj1_series9_33669,0,0,0,0,0,0
subj1_series9_33670,0,0,0,0,0,0
subj1_series9_33671,0,0,0,0,0,0
subj1_series9_33672,0,0,0,0,0,0
subj1_series9_33673,0,0,0,0,0,0
subj1_series9_33674,0,0,0,0,0,0
subj1_series9_33675,0,0,0,0,0,0
subj1_series9_33676,0,0,0,0,0,0
subj1_series9_33677,0,0,0,0,0,0
subj1_series9_33678,0,0,0,0,0,0
subj1_series9_33679,0,0,0,0,0,0
subj1_series9_33680,0,0,0,0,0,0
subj1_series9_33681,0,0,0,0,0,0
subj1_series9_33682,0,0,0,0,0,0
subj1_series9_33683,0,0,0,0,0,0
subj1_series9_33684,0,0,0,0,0,0
subj1_series9_33685,0,0,0,0,0,0
subj1_series9_33686,0,0,0,0,0,0
subj1_series9_33687,0,0,0,0,0,0
subj1_series9_33688,0,0,0,0,0,0
subj1_series9_33689,0,0,0,0,0,0
subj1_series9_33690,0,0,0,0,0,0
subj1_series9_33691,0,0,0,0,0,0
subj1_series9_33692,0,0,0,0,0,0
subj1_series9_33693,0,0,0,0,0,0
subj1_series9_33694,0,0,0,0,0,0
subj1_series9_33695,0,0,0,0,0,0
subj1_series9_33696,0,0,0,0,0,0
subj1_series9_33697,0,0,0,0,0,0
subj1_series9_33698,0,0,0,0,0,0
subj1_series9_33699,0,0,0,0,0,0
subj1_series9_33700,0,0,0,0,0,0
subj1_series9_33701,0,0,0,0,0,0
subj1_series9_33702,0,0,0,0,0,0
subj1_series9_33703,0,0,0,0,0,0
subj1_series9_33704,0,0,0,0,0,0
subj1_series9_33705,0,0,0,0,0,0
subj1_series9_33706,0,0,0,0,0,0
subj1_series9_33707,0,0,0,0,0,0
subj1_series9_33708,0,0,0,0,0,0
subj1_series9_33709,0,0,0,0,0,0
subj1_series9_33710,0,0,0,0,0,0
subj1_series9_33711,0,0,0,0,0,0
subj1_series9_33712,0,0,0,0,0,0
subj1_series9_33713,0,0,0,0,0,0
subj1_series9_33714,0,0,0,0,0,0
subj1_series9_33715,0,0,0,0,0,0
subj1_series9_33716,0,0,0,0,0,0
subj1_series9_33717,0,0,0,0,0,0
subj1_series9_33718,0,0,0,0,0,0
subj1_series9_33719,0,0,0,0,0,0
subj1_series9_33720,0,0,0,0,0,0
subj1_series9_33721,0,0,0,0,0,0
subj1_series9_33722,0,0,0,0,0,0
subj1_series9_33723,0,0,0,0,0,0
subj1_series9_33724,0,0,0,0,0,0
subj1_series9_33725,0,0,0,0,0,0
subj1_series9_33726,0,0,0,0,0,0
subj1_series9_33727,0,0,0,0,0,0
subj1_series9_33728,0,0,0,0,0,0
subj1_series9_33729,0,0,0,0,0,0
subj1_series9_33730,0,0,0,0,0,0
subj1_series9_33731,0,0,0,0,0,0
subj1_series9_33732,0,0,0,0,0,0
subj1_series9_33733,0,0,0,0,0,0
subj1_series9_33734,0,0,0,0,0,0
subj1_series9_33735,0,0,0,0,0,0
subj1_series9_33736,0,0,0,0,0,0
subj1_series9_33737,0,0,0,0,0,0
subj1_series9_33738,0,0,0,0,0,0
subj1_series9_33739,0,0,0,0,0,0
subj1_series9_33740,0,0,0,0,0,0
subj1_series9_33741,0,0,0,0,0,0
subj1_series9_33742,0,0,0,0,0,0
subj1_series9_33743,0,0,0,0,0,0
subj1_series9_33744,0,0,0,0,0,0
subj1_series9_33745,0,0,0,0,0,0
subj1_series9_33746,0,0,0,0,0,0
subj1_series9_33747,0,0,0,0,0,0
subj1_series9_33748,0,0,0,0,0,0
subj1_series9_33749,0,0,0,0,0,0
subj1_series9_33750,0,0,0,0,0,0
subj1_series9_33751,0,0,0,0,0,0
subj1_series9_33752,0,0,0,0,0,0
subj1_series9_33753,0,0,0,0,0,0
subj1_series9_33754,0,0,0,0,0,0
subj1_series9_33755,0,0,0,0,0,0
subj1_series9_33756,0,0,0,0,0,0
subj1_series9_33757,0,0,0,0,0,0
subj1_series9_33758,0,0,0,0,0,0
subj1_series9_33759,0,0,0,0,0,0
subj1_series9_33760,0,0,0,0,0,0
subj1_series9_33761,0,0,0,0,0,0
subj1_series9_33762,0,0,0,0,0,0
subj1_series9_33763,0,0,0,0,0,0
subj1_series9_33764,0,0,0,0,0,0
subj1_series9_33765,0,0,0,0,0,0
subj1_series9_33766,0,0,0,0,0,0
subj1_series9_33767,0,0,0,0,0,0
subj1_series9_33768,0,0,0,0,0,0
subj1_series9_33769,0,0,0,0,0,0
subj1_series9_33770,0,0,0,0,0,0
subj1_series9_33771,0,0,0,0,0,0
subj1_series9_33772,0,0,0,0,0,0
subj1_series9_33773,0,0,0,0,0,0
subj1_series9_33774,0,0,0,0,0,0
subj1_series9_33775,0,0,0,0,0,0
subj1_series9_33776,0,0,0,0,0,0
subj1_series9_33777,0,0,0,0,0,0
subj1_series9_33778,0,0,0,0,0,0
subj1_series9_33779,0,0,0,0,0,0
subj1_series9_33780,0,0,0,0,0,0
subj1_series9_33781,0,0,0,0,0,0
subj1_series9_33782,0,0,0,0,0,0
subj1_series9_33783,0,0,0,0,0,0
subj1_series9_33784,0,0,0,0,0,0
subj1_series9_33785,0,0,0,0,0,0
subj1_series9_33786,0,0,0,0,0,0
subj1_series9_33787,0,0,0,0,0,0
subj1_series9_33788,0,0,0,0,0,0
subj1_series9_33789,0,0,0,0,0,0
subj1_series9_33790,0,0,0,0,0,0
subj1_series9_33791,0,0,0,0,0,0
subj1_series9_33792,0,0,0,0,0,0
subj1_series9_33793,0,0,0,0,0,0
subj1_series9_33794,0,0,0,0,0,0
subj1_series9_33795,0,0,0,0,0,0
subj1_series9_33796,0,0,0,0,0,0
subj1_series9_33797,0,0,0,0,0,0
subj1_series9_33798,0,0,0,0,0,0
subj1_series9_33799,0,0,0,0,0,0
subj1_series9_33800,0,0,0,0,0,0
subj1_series9_33801,0,0,0,0,0,0
subj1_series9_33802,0,0,0,0,0,0
subj1_series9_33803,0,0,0,0,0,0
subj1_series9_33804,0,0,0,0,0,0
subj1_series9_33805,0,0,0,0,0,0
subj1_series9_33806,0,0,0,0,0,0
subj1_series9_33807,0,0,0,0,0,0
subj1_series9_33808,0,0,0,0,0,0
subj1_series9_33809,0,0,0,0,0,0
subj1_series9_33810,0,0,0,0,0,0
subj1_series9_33811,0,0,0,0,0,0
subj1_series9_33812,0,0,0,0,0,0
subj1_series9_33813,0,0,0,0,0,0
subj1_series9_33814,0,0,0,0,0,0
subj1_series9_33815,0,0,0,0,0,0
subj1_series9_33816,0,0,0,0,0,0
subj1_series9_33817,0,0,0,0,0,0
subj1_series9_33818,0,0,0,0,0,0
subj1_series9_33819,0,0,0,0,0,0
subj1_series9_33820,0,0,0,0,0,0
subj1_series9_33821,0,0,0,0,0,0
subj1_series9_33822,0,0,0,0,0,0
subj1_series9_33823,0,0,0,0,0,0
subj1_series9_33824,0,0,0,0,0,0
subj1_series9_33825,0,0,0,0,0,0
subj1_series9_33826,0,0,0,0,0,0
subj1_series9_33827,0,0,0,0,0,0
subj1_series9_33828,0,0,0,0,0,0
subj1_series9_33829,0,0,0,0,0,0
subj1_series9_33830,0,0,0,0,0,0
subj1_series9_33831,0,0,0,0,0,0
subj1_series9_33832,0,0,0,0,0,0
subj1_series9_33833,0,0,0,0,0,0
subj1_series9_33834,0,0,0,0,0,0
subj1_series9_33835,0,0,0,0,0,0
subj1_series9_33836,0,0,0,0,0,0
subj1_series9_33837,0,0,0,0,0,0
subj1_series9_33838,0,0,0,0,0,0
subj1_series9_33839,0,0,0,0,0,0
subj1_series9_33840,0,0,0,0,0,0
subj1_series9_33841,0,0,0,0,0,0
subj1_series9_33842,0,0,0,0,0,0
subj1_series9_33843,0,0,0,0,0,0
subj1_series9_33844,0,0,0,0,0,0
subj1_series9_33845,0,0,0,0,0,0
subj1_series9_33846,0,0,0,0,0,0
subj1_series9_33847,0,0,0,0,0,0
subj1_series9_33848,0,0,0,0,0,0
subj1_series9_33849,0,0,0,0,0,0
subj1_series9_33850,0,0,0,0,0,0
subj1_series9_33851,0,0,0,0,0,0
subj1_series9_33852,0,0,0,0,0,0
subj1_series9_33853,0,0,0,0,0,0
subj1_series9_33854,0,0,0,0,0,0
subj1_series9_33855,0,0,0,0,0,0
subj1_series9_33856,0,0,0,0,0,0
subj1_series9_33857,0,0,0,0,0,0
subj1_series9_33858,0,0,0,0,0,0
subj1_series9_33859,0,0,0,0,0,0
subj1_series9_33860,0,0,0,0,0,0
subj1_series9_33861,0,0,0,0,0,0
subj1_series9_33862,0,0,0,0,0,0
subj1_series9_33863,0,0,0,0,0,0
subj1_series9_33864,0,0,0,0,0,0
subj1_series9_33865,0,0,0,0,0,0
subj1_series9_33866,0,0,0,0,0,0
subj1_series9_33867,0,0,0,0,0,0
subj1_series9_33868,0,0,0,0,0,0
subj1_series9_33869,0,0,0,0,0,0
subj1_series9_33870,0,0,0,0,0,0
subj1_series9_33871,0,0,0,0,0,0
subj1_series9_33872,0,0,0,0,0,0
subj1_series9_33873,0,0,0,0,0,0
subj1_series9_33874,0,0,0,0,0,0
subj1_series9_33875,0,0,0,0,0,0
subj1_series9_33876,0,0,0,0,0,0
subj1_series9_33877,0,0,0,0,0,0
subj1_series9_33878,0,0,0,0,0,0
subj1_series9_33879,0,0,0,0,0,0
subj1_series9_33880,0,0,0,0,0,0
subj1_series9_33881,0,0,0,0,0,0
subj1_series9_33882,0,0,0,0,0,0
subj1_series9_33883,0,0,0,0,0,0
subj1_series9_33884,0,0,0,0,0,0
subj1_series9_33885,0,0,0,0,0,0
subj1_series9_33886,0,0,0,0,0,0
subj1_series9_33887,0,0,0,0,0,0
subj1_series9_33888,0,0,0,0,0,0
subj1_series9_33889,0,0,0,0,0,0
subj1_series9_33890,0,0,0,0,0,0
subj1_series9_33891,0,0,0,0,0,0
subj1_series9_33892,0,0,0,0,0,0
subj1_series9_33893,0,0,0,0,0,0
subj1_series9_33894,0,0,0,0,0,0
subj1_series9_33895,0,0,0,0,0,0
subj1_series9_33896,0,0,0,0,0,0
subj1_series9_33897,0,0,0,0,0,0
subj1_series9_33898,0,0,0,0,0,0
subj1_series9_33899,0,0,0,0,0,0
subj1_series9_33900,0,0,0,0,0,0
subj1_series9_33901,0,0,0,0,0,0
subj1_series9_33902,0,0,0,0,0,0
subj1_series9_33903,0,0,0,0,0,0
subj1_series9_33904,0,0,0,0,0,0
subj1_series9_33905,0,0,0,0,0,0
subj1_series9_33906,0,0,0,0,0,0
subj1_series9_33907,0,0,0,0,0,0
subj1_series9_33908,0,0,0,0,0,0
subj1_series9_33909,0,0,0,0,0,0
subj1_series9_33910,0,0,0,0,0,0
subj1_series9_33911,0,0,0,0,0,0
subj1_series9_33912,0,0,0,0,0,0
subj1_series9_33913,0,0,0,0,0,0
subj1_series9_33914,0,0,0,0,0,0
subj1_series9_33915,0,0,0,0,0,0
subj1_series9_33916,0,0,0,0,0,0
subj1_series9_33917,0,0,0,0,0,0
subj1_series9_33918,0,0,0,0,0,0
subj1_series9_33919,0,0,0,0,0,0
subj1_series9_33920,0,0,0,0,0,0
subj1_series9_33921,0,0,0,0,0,0
subj1_series9_33922,0,0,0,0,0,0
subj1_series9_33923,0,0,0,0,0,0
subj1_series9_33924,0,0,0,0,0,0
subj1_series9_33925,0,0,0,0,0,0
subj1_series9_33926,0,0,0,0,0,0
subj1_series9_33927,0,0,0,0,0,0
subj1_series9_33928,0,0,0,0,0,0
subj1_series9_33929,0,0,0,0,0,0
subj1_series9_33930,0,0,0,0,0,0
subj1_series9_33931,0,0,0,0,0,0
subj1_series9_33932,0,0,0,0,0,0
subj1_series9_33933,0,0,0,0,0,0
subj1_series9_33934,0,0,0,0,0,0
subj1_series9_33935,0,0,0,0,0,0
subj1_series9_33936,0,0,0,0,0,0
subj1_series9_33937,0,0,0,0,0,0
subj1_series9_33938,0,0,0,0,0,0
subj1_series9_33939,0,0,0,0,0,0
subj1_series9_33940,0,0,0,0,0,0
subj1_series9_33941,0,0,0,0,0,0
subj1_series9_33942,0,0,0,0,0,0
subj1_series9_33943,0,0,0,0,0,0
subj1_series9_33944,0,0,0,0,0,0
subj1_series9_33945,0,0,0,0,0,0
subj1_series9_33946,0,0,0,0,0,0
subj1_series9_33947,0,0,0,0,0,0
subj1_series9_33948,0,0,0,0,0,0
subj1_series9_33949,0,0,0,0,0,0
subj1_series9_33950,0,0,0,0,0,0
subj1_series9_33951,0,0,0,0,0,0
subj1_series9_33952,0,0,0,0,0,0
subj1_series9_33953,0,0,0,0,0,0
subj1_series9_33954,0,0,0,0,0,0
subj1_series9_33955,0,0,0,0,0,0
subj1_series9_33956,0,0,0,0,0,0
subj1_series9_33957,0,0,0,0,0,0
subj1_series9_33958,0,0,0,0,0,0
subj1_series9_33959,0,0,0,0,0,0
subj1_series9_33960,0,0,0,0,0,0
subj1_series9_33961,0,0,0,0,0,0
subj1_series9_33962,0,0,0,0,0,0
subj1_series9_33963,0,0,0,0,0,0
subj1_series9_33964,0,0,0,0,0,0
subj1_series9_33965,0,0,0,0,0,0
subj1_series9_33966,0,0,0,0,0,0
subj1_series9_33967,0,0,0,0,0,0
subj1_series9_33968,0,0,0,0,0,0
subj1_series9_33969,0,0,0,0,0,0
subj1_series9_33970,0,0,0,0,0,0
subj1_series9_33971,0,0,0,0,0,0
subj1_series9_33972,0,0,0,0,0,0
subj1_series9_33973,0,0,0,0,0,0
subj1_series9_33974,0,0,0,0,0,0
subj1_series9_33975,0,0,0,0,0,0
subj1_series9_33976,0,0,0,0,0,0
subj1_series9_33977,0,0,0,0,0,0
subj1_series9_33978,0,0,0,0,0,0
subj1_series9_33979,0,0,0,0,0,0
subj1_series9_33980,0,0,0,0,0,0
subj1_series9_33981,0,0,0,0,0,0
subj1_series9_33982,0,0,0,0,0,0
subj1_series9_33983,0,0,0,0,0,0
subj1_series9_33984,0,0,0,0,0,0
subj1_series9_33985,0,0,0,0,0,0
subj1_series9_33986,0,0,0,0,0,0
subj1_series9_33987,0,0,0,0,0,0
subj1_series9_33988,0,0,0,0,0,0
subj1_series9_33989,0,0,0,0,0,0
subj1_series9_33990,0,0,0,0,0,0
subj1_series9_33991,0,0,0,0,0,0
subj1_series9_33992,0,0,0,0,0,0
subj1_series9_33993,0,0,0,0,0,0
subj1_series9_33994,0,0,0,0,0,0
subj1_series9_33995,0,0,0,0,0,0
subj1_series9_33996,0,0,0,0,0,0
subj1_series9_33997,0,0,0,0,0,0
subj1_series9_33998,0,0,0,0,0,0
subj1_series9_33999,0,0,0,0,0,0
subj1_series9_34000,0,0,0,0,0,0
subj1_series9_34001,0,0,0,0,0,0
subj1_series9_34002,0,0,0,0,0,0
subj1_series9_34003,0,0,0,0,0,0
subj1_series9_34004,0,0,0,0,0,0
subj1_series9_34005,0,0,0,0,0,0
subj1_series9_34006,0,0,0,0,0,0
subj1_series9_34007,0,0,0,0,0,0
subj1_series9_34008,0,0,0,0,0,0
subj1_series9_34009,0,0,0,0,0,0
subj1_series9_34010,0,0,0,0,0,0
subj1_series9_34011,0,0,0,0,0,0
subj1_series9_34012,0,0,0,0,0,0
subj1_series9_34013,0,0,0,0,0,0
subj1_series9_34014,0,0,0,0,0,0
subj1_series9_34015,0,0,0,0,0,0
subj1_series9_34016,0,0,0,0,0,0
subj1_series9_34017,0,0,0,0,0,0
subj1_series9_34018,0,0,0,0,0,0
subj1_series9_34019,0,0,0,0,0,0
subj1_series9_34020,0,0,0,0,0,0
subj1_series9_34021,0,0,0,0,0,0
subj1_series9_34022,0,0,0,0,0,0
subj1_series9_34023,0,0,0,0,0,0
subj1_series9_34024,0,0,0,0,0,0
subj1_series9_34025,0,0,0,0,0,0
subj1_series9_34026,0,0,0,0,0,0
subj1_series9_34027,0,0,0,0,0,0
subj1_series9_34028,0,0,0,0,0,0
subj1_series9_34029,0,0,0,0,0,0
subj1_series9_34030,0,0,0,0,0,0
subj1_series9_34031,0,0,0,0,0,0
subj1_series9_34032,0,0,0,0,0,0
subj1_series9_34033,0,0,0,0,0,0
subj1_series9_34034,0,0,0,0,0,0
subj1_series9_34035,0,0,0,0,0,0
subj1_series9_34036,0,0,0,0,0,0
subj1_series9_34037,0,0,0,0,0,0
subj1_series9_34038,0,0,0,0,0,0
subj1_series9_34039,0,0,0,0,0,0
subj1_series9_34040,0,0,0,0,0,0
subj1_series9_34041,0,0,0,0,0,0
subj1_series9_34042,0,0,0,0,0,0
subj1_series9_34043,0,0,0,0,0,0
subj1_series9_34044,0,0,0,0,0,0
subj1_series9_34045,0,0,0,0,0,0
subj1_series9_34046,0,0,0,0,0,0
subj1_series9_34047,0,0,0,0,0,0
subj1_series9_34048,0,0,0,0,0,0
subj1_series9_34049,0,0,0,0,0,0
subj1_series9_34050,0,0,0,0,0,0
subj1_series9_34051,0,0,0,0,0,0
subj1_series9_34052,0,0,0,0,0,0
subj1_series9_34053,0,0,0,0,0,0
subj1_series9_34054,0,0,0,0,0,0
subj1_series9_34055,0,0,0,0,0,0
subj1_series9_34056,0,0,0,0,0,0
subj1_series9_34057,0,0,0,0,0,0
subj1_series9_34058,0,0,0,0,0,0
subj1_series9_34059,0,0,0,0,0,0
subj1_series9_34060,0,0,0,0,0,0
subj1_series9_34061,0,0,0,0,0,0
subj1_series9_34062,0,0,0,0,0,0
subj1_series9_34063,0,0,0,0,0,0
subj1_series9_34064,0,0,0,0,0,0
subj1_series9_34065,0,0,0,0,0,0
subj1_series9_34066,0,0,0,0,0,0
subj1_series9_34067,0,0,0,0,0,0
subj1_series9_34068,0,0,0,0,0,0
subj1_series9_34069,0,0,0,0,0,0
subj1_series9_34070,0,0,0,0,0,0
subj1_series9_34071,0,0,0,0,0,0
subj1_series9_34072,0,0,0,0,0,0
subj1_series9_34073,0,0,0,0,0,0
subj1_series9_34074,0,0,0,0,0,0
subj1_series9_34075,0,0,0,0,0,0
subj1_series9_34076,0,0,0,0,0,0
subj1_series9_34077,0,0,0,0,0,0
subj1_series9_34078,0,0,0,0,0,0
subj1_series9_34079,0,0,0,0,0,0
subj1_series9_34080,0,0,0,0,0,0
subj1_series9_34081,0,0,0,0,0,0
subj1_series9_34082,0,0,0,0,0,0
subj1_series9_34083,0,0,0,0,0,0
subj1_series9_34084,0,0,0,0,0,0
subj1_series9_34085,0,0,0,0,0,0
subj1_series9_34086,0,0,0,0,0,0
subj1_series9_34087,0,0,0,0,0,0
subj1_series9_34088,0,0,0,0,0,0
subj1_series9_34089,0,0,0,0,0,0
subj1_series9_34090,0,0,0,0,0,0
subj1_series9_34091,0,0,0,0,0,0
subj1_series9_34092,0,0,0,0,0,0
subj1_series9_34093,0,0,0,0,0,0
subj1_series9_34094,0,0,0,0,0,0
subj1_series9_34095,0,0,0,0,0,0
subj1_series9_34096,0,0,0,0,0,0
subj1_series9_34097,0,0,0,0,0,0
subj1_series9_34098,0,0,0,0,0,0
subj1_series9_34099,0,0,0,0,0,0
subj1_series9_34100,0,0,0,0,0,0
subj1_series9_34101,0,0,0,0,0,0
subj1_series9_34102,0,0,0,0,0,0
subj1_series9_34103,0,0,0,0,0,0
subj1_series9_34104,0,0,0,0,0,0
subj1_series9_34105,0,0,0,0,0,0
subj1_series9_34106,0,0,0,0,0,0
subj1_series9_34107,0,0,0,0,0,0
subj1_series9_34108,0,0,0,0,0,0
subj1_series9_34109,0,0,0,0,0,0
subj1_series9_34110,0,0,0,0,0,0
subj1_series9_34111,0,0,0,0,0,0
subj1_series9_34112,0,0,0,0,0,0
subj1_series9_34113,0,0,0,0,0,0
subj1_series9_34114,0,0,0,0,0,0
subj1_series9_34115,0,0,0,0,0,0
subj1_series9_34116,0,0,0,0,0,0
subj1_series9_34117,0,0,0,0,0,0
subj1_series9_34118,0,0,0,0,0,0
subj1_series9_34119,0,0,0,0,0,0
subj1_series9_34120,0,0,0,0,0,0
subj1_series9_34121,0,0,0,0,0,0
subj1_series9_34122,0,0,0,0,0,0
subj1_series9_34123,0,0,0,0,0,0
subj1_series9_34124,0,0,0,0,0,0
subj1_series9_34125,0,0,0,0,0,0
subj1_series9_34126,0,0,0,0,0,0
subj1_series9_34127,0,0,0,0,0,0
subj1_series9_34128,0,0,0,0,0,0
subj1_series9_34129,0,0,0,0,0,0
subj1_series9_34130,0,0,0,0,0,0
subj1_series9_34131,0,0,0,0,0,0
subj1_series9_34132,0,0,0,0,0,0
subj1_series9_34133,0,0,0,0,0,0
subj1_series9_34134,0,0,0,0,0,0
subj1_series9_34135,0,0,0,0,0,0
subj1_series9_34136,0,0,0,0,0,0
subj1_series9_34137,0,0,0,0,0,0
subj1_series9_34138,0,0,0,0,0,0
subj1_series9_34139,0,0,0,0,0,0
subj1_series9_34140,0,0,0,0,0,0
subj1_series9_34141,0,0,0,0,0,0
subj1_series9_34142,0,0,0,0,0,0
subj1_series9_34143,0,0,0,0,0,0
subj1_series9_34144,0,0,0,0,0,0
subj1_series9_34145,0,0,0,0,0,0
subj1_series9_34146,0,0,0,0,0,0
subj1_series9_34147,0,0,0,0,0,0
subj1_series9_34148,0,0,0,0,0,0
subj1_series9_34149,0,0,0,0,0,0
subj1_series9_34150,0,0,0,0,0,0
subj1_series9_34151,0,0,0,0,0,0
subj1_series9_34152,0,0,0,0,0,0
subj1_series9_34153,0,0,0,0,0,0
subj1_series9_34154,0,0,0,0,0,0
subj1_series9_34155,0,0,0,0,0,0
subj1_series9_34156,0,0,0,0,0,0
subj1_series9_34157,0,0,0,0,0,0
subj1_series9_34158,0,0,0,0,0,0
subj1_series9_34159,0,0,0,0,0,0
subj1_series9_34160,0,0,0,0,0,0
subj1_series9_34161,0,0,0,0,0,0
subj1_series9_34162,0,0,0,0,0,0
subj1_series9_34163,0,0,0,0,0,0
subj1_series9_34164,0,0,0,0,0,0
subj1_series9_34165,0,0,0,0,0,0
subj1_series9_34166,0,0,0,0,0,0
subj1_series9_34167,0,0,0,0,0,0
subj1_series9_34168,0,0,0,0,0,0
subj1_series9_34169,0,0,0,0,0,0
subj1_series9_34170,0,0,0,0,0,0
subj1_series9_34171,0,0,0,0,0,0
subj1_series9_34172,0,0,0,0,0,0
subj1_series9_34173,0,0,0,0,0,0
subj1_series9_34174,0,0,0,0,0,0
subj1_series9_34175,0,0,0,0,0,0
subj1_series9_34176,0,0,0,0,0,0
subj1_series9_34177,0,0,0,0,0,0
subj1_series9_34178,0,0,0,0,0,0
subj1_series9_34179,0,0,0,0,0,0
subj1_series9_34180,0,0,0,0,0,0
subj1_series9_34181,0,0,0,0,0,0
subj1_series9_34182,0,0,0,0,0,0
subj1_series9_34183,0,0,0,0,0,0
subj1_series9_34184,0,0,0,0,0,0
subj1_series9_34185,0,0,0,0,0,0
subj1_series9_34186,0,0,0,0,0,0
subj1_series9_34187,0,0,0,0,0,0
subj1_series9_34188,0,0,0,0,0,0
subj1_series9_34189,0,0,0,0,0,0
subj1_series9_34190,0,0,0,0,0,0
subj1_series9_34191,0,0,0,0,0,0
subj1_series9_34192,0,0,0,0,0,0
subj1_series9_34193,0,0,0,0,0,0
subj1_series9_34194,0,0,0,0,0,0
subj1_series9_34195,0,0,0,0,0,0
subj1_series9_34196,0,0,0,0,0,0
subj1_series9_34197,0,0,0,0,0,0
subj1_series9_34198,0,0,0,0,0,0
subj1_series9_34199,0,0,0,0,0,0
subj1_series9_34200,0,0,0,0,0,0
subj1_series9_34201,0,0,0,0,0,0
subj1_series9_34202,0,0,0,0,0,0
subj1_series9_34203,0,0,0,0,0,0
subj1_series9_34204,0,0,0,0,0,0
subj1_series9_34205,0,0,0,0,0,0
subj1_series9_34206,0,0,0,0,0,0
subj1_series9_34207,0,0,0,0,0,0
subj1_series9_34208,0,0,0,0,0,0
subj1_series9_34209,0,0,0,0,0,0
subj1_series9_34210,0,0,0,0,0,0
subj1_series9_34211,0,0,0,0,0,0
subj1_series9_34212,0,0,0,0,0,0
subj1_series9_34213,0,0,0,0,0,0
subj1_series9_34214,0,0,0,0,0,0
subj1_series9_34215,0,0,0,0,0,0
subj1_series9_34216,0,0,0,0,0,0
subj1_series9_34217,0,0,0,0,0,0
subj1_series9_34218,0,0,0,0,0,0
subj1_series9_34219,0,0,0,0,0,0
subj1_series9_34220,0,0,0,0,0,0
subj1_series9_34221,0,0,0,0,0,0
subj1_series9_34222,0,0,0,0,0,0
subj1_series9_34223,0,0,0,0,0,0
subj1_series9_34224,0,0,0,0,0,0
subj1_series9_34225,0,0,0,0,0,0
subj1_series9_34226,0,0,0,0,0,0
subj1_series9_34227,0,0,0,0,0,0
subj1_series9_34228,0,0,0,0,0,0
subj1_series9_34229,0,0,0,0,0,0
subj1_series9_34230,0,0,0,0,0,0
subj1_series9_34231,0,0,0,0,0,0
subj1_series9_34232,0,0,0,0,0,0
subj1_series9_34233,0,0,0,0,0,0
subj1_series9_34234,0,0,0,0,0,0
subj1_series9_34235,0,0,0,0,0,0
subj1_series9_34236,0,0,0,0,0,0
subj1_series9_34237,0,0,0,0,0,0
subj1_series9_34238,0,0,0,0,0,0
subj1_series9_34239,0,0,0,0,0,0
subj1_series9_34240,0,0,0,0,0,0
subj1_series9_34241,0,0,0,0,0,0
subj1_series9_34242,0,0,0,0,0,0
subj1_series9_34243,0,0,0,0,0,0
subj1_series9_34244,0,0,0,0,0,0
subj1_series9_34245,0,0,0,0,0,0
subj1_series9_34246,0,0,0,0,0,0
subj1_series9_34247,0,0,0,0,0,0
subj1_series9_34248,0,0,0,0,0,0
subj1_series9_34249,0,0,0,0,0,0
subj1_series9_34250,0,0,0,0,0,0
subj1_series9_34251,0,0,0,0,0,0
subj1_series9_34252,0,0,0,0,0,0
subj1_series9_34253,0,0,0,0,0,0
subj1_series9_34254,0,0,0,0,0,0
subj1_series9_34255,0,0,0,0,0,0
subj1_series9_34256,0,0,0,0,0,0
subj1_series9_34257,0,0,0,0,0,0
subj1_series9_34258,0,0,0,0,0,0
subj1_series9_34259,0,0,0,0,0,0
subj1_series9_34260,0,0,0,0,0,0
subj1_series9_34261,0,0,0,0,0,0
subj1_series9_34262,0,0,0,0,0,0
subj1_series9_34263,0,0,0,0,0,0
subj1_series9_34264,0,0,0,0,0,0
subj1_series9_34265,0,0,0,0,0,0
subj1_series9_34266,0,0,0,0,0,0
subj1_series9_34267,0,0,0,0,0,0
subj1_series9_34268,0,0,0,0,0,0
subj1_series9_34269,0,0,0,0,0,0
subj1_series9_34270,0,0,0,0,0,0
subj1_series9_34271,0,0,0,0,0,0
subj1_series9_34272,0,0,0,0,0,0
subj1_series9_34273,0,0,0,0,0,0
subj1_series9_34274,0,0,0,0,0,0
subj1_series9_34275,0,0,0,0,0,0
subj1_series9_34276,0,0,0,0,0,0
subj1_series9_34277,0,0,0,0,0,0
subj1_series9_34278,0,0,0,0,0,0
subj1_series9_34279,0,0,0,0,0,0
subj1_series9_34280,0,0,0,0,0,0
